"ID","Campaña","PROMEDIO_SEMANAL_ENTREGA_CPV","PROMEDIO_SEMANAL_TOTAL_SOLICITUDES"
"HIDALGO-DTO-2","Proceso Electoral Federal",498.89,195.44
"HIDALGO-DTO-3","CAI_2017_2018",786.09,899.68
"HIDALGO-DTO-3","CAI_2018",879.5,889.36
"HIDALGO-DTO-3","CAI_2019",690.07,740.5
"HIDALGO-DTO-3","CAI_2020_2021",961.13,975.04
"HIDALGO-DTO-3","CAP_2018",213.71,407.57
"HIDALGO-DTO-3","CAP_2018_2019",1019.63,1039.16
"HIDALGO-DTO-3","CAP_2019_2020",540.25,689.45
"HIDALGO-DTO-3","Proceso Electoral Federal",632,274.19
"HIDALGO-DTO-4","CAI_2017_2018",814.5,1032
"HIDALGO-DTO-4","CAI_2018",895,934.5
"HIDALGO-DTO-4","CAI_2019",858.79,947.71
"HIDALGO-DTO-4","CAI_2020_2021",958.39,1020.61
"HIDALGO-DTO-4","CAP_2018",358.14,496
"HIDALGO-DTO-4","CAP_2018_2019",1254.42,1268.66
"HIDALGO-DTO-4","CAP_2019_2020",734.1,811.3
"HIDALGO-DTO-4","Proceso Electoral Federal",781.48,342.26
"HIDALGO-DTO-5","CAI_2017_2018",1197.68,1373.23
"HIDALGO-DTO-5","CAI_2018",1302.07,1339.29
"HIDALGO-DTO-5","CAI_2019",1041.36,1182.07
"HIDALGO-DTO-5","CAI_2020_2021",1040.87,1166.83
"HIDALGO-DTO-5","CAP_2018",516.29,710.86
"HIDALGO-DTO-5","CAP_2018_2019",1607.76,1634.79
"HIDALGO-DTO-5","CAP_2019_2020",906.35,956
"HIDALGO-DTO-5","Proceso Electoral Federal",915.74,432.52
"HIDALGO-DTO-6","CAI_2017_2018",1712.41,2051.14
"HIDALGO-DTO-6","CAI_2018",2144.43,2080.43
"HIDALGO-DTO-6","CAI_2019",1559.14,1740.57
"HIDALGO-DTO-6","CAI_2020_2021",1351.3,1373.26
"HIDALGO-DTO-6","CAP_2018",942.43,1529.86
"HIDALGO-DTO-6","CAP_2018_2019",2263,2288.47
"HIDALGO-DTO-6","CAP_2019_2020",1313.6,1453.75
"HIDALGO-DTO-6","Proceso Electoral Federal",1431.96,799.48
"HIDALGO-DTO-7","CAI_2017_2018",965.14,1152.27
"HIDALGO-DTO-7","CAI_2018",1325.79,1334.71
"HIDALGO-DTO-7","CAI_2019",814.64,897.64
"HIDALGO-DTO-7","CAI_2020_2021",917.13,1062.3
"HIDALGO-DTO-7","CAP_2018",581.71,934
"HIDALGO-DTO-7","CAP_2018_2019",1220.71,1239.66
"HIDALGO-DTO-7","CAP_2019_2020",726,763.1
"HIDALGO-DTO-7","Proceso Electoral Federal",830.93,423.89
"JALISCO-DTO-1","CAI_2017_2018",481.41,563.05
"JALISCO-DTO-1","CAI_2018",687.07,732.71
"JALISCO-DTO-1","CAI_2019",513.79,551.79
"JALISCO-DTO-1","CAI_2020_2021",489.7,579.35
"JALISCO-DTO-1","CAP_2018",94.71,292.57
"JALISCO-DTO-1","CAP_2018_2019",878.42,888.34
"JALISCO-DTO-1","CAP_2019_2020",479.55,488.05
"JALISCO-DTO-1","Proceso Electoral Federal",366.26,111.37
"JALISCO-DTO-10","CAI_2017_2018",963.41,1113.77
"JALISCO-DTO-10","CAI_2018",1091.93,1133.36
"JALISCO-DTO-10","CAI_2019",917.14,1032.86
"JALISCO-DTO-10","CAI_2020_2021",818.91,883.3
"JALISCO-DTO-10","CAP_2018",611.57,731
"JALISCO-DTO-10","CAP_2018_2019",1355.29,1364.16
"JALISCO-DTO-10","CAP_2019_2020",860.15,863.9
"JALISCO-DTO-10","Proceso Electoral Federal",816.63,536.44
"JALISCO-DTO-11","CAI_2017_2018",556.27,642.5
"JALISCO-DTO-11","CAI_2018",856.79,923.21
"JALISCO-DTO-11","CAI_2019",681.14,837.79
"JALISCO-DTO-11","CAI_2020_2021",710.78,830.65
"JALISCO-DTO-11","CAP_2018",347.57,487.86
"JALISCO-DTO-11","CAP_2018_2019",882.21,862.29
"JALISCO-DTO-11","CAP_2019_2020",626.65,534.05
"JALISCO-DTO-11","Proceso Electoral Federal",515.96,303.22
"JALISCO-DTO-12","CAI_2017_2018",966.45,1115.91
"JALISCO-DTO-12","CAI_2018",1037.29,1052.71
"JALISCO-DTO-12","CAI_2019",930.29,1034.64
"JALISCO-DTO-12","CAI_2020_2021",1005.65,1092.22
"JALISCO-DTO-12","CAP_2018",412,652.71
"JALISCO-DTO-12","CAP_2018_2019",1293.89,1311.74
"JALISCO-DTO-12","CAP_2019_2020",808.25,801.5
"JALISCO-DTO-12","Proceso Electoral Federal",621.67,301.56
"JALISCO-DTO-13","CAI_2017_2018",642.82,788
"JALISCO-DTO-13","CAI_2018",967.43,1004.5
"JALISCO-DTO-13","CAI_2019",824.36,957.86
"JALISCO-DTO-13","CAI_2020_2021",749.39,792.52
"JALISCO-DTO-13","CAP_2018",396.43,550.71
"JALISCO-DTO-13","CAP_2018_2019",1244.82,1253.97
"JALISCO-DTO-13","CAP_2019_2020",776.55,811.85
"JALISCO-DTO-13","Proceso Electoral Federal",645.44,358.63
"JALISCO-DTO-14","CAI_2017_2018",900,1022.48
"JALISCO-DTO-14","CAI_2018",942.29,1024.07
"JALISCO-DTO-14","CAI_2019",743.36,849.57
"JALISCO-DTO-14","CAI_2020_2021",796.22,905
"JALISCO-DTO-14","CAP_2018",443,583.57
"JALISCO-DTO-14","CAP_2018_2019",1287.24,1280.87
"JALISCO-DTO-14","CAP_2019_2020",856.55,809.95
"JALISCO-DTO-14","Proceso Electoral Federal",665.04,386.11
"JALISCO-DTO-15","CAI_2017_2018",789.27,943.5
"JALISCO-DTO-15","CAI_2018",1010.64,1025.21
"JALISCO-DTO-15","CAI_2019",755.86,839.29
"JALISCO-DTO-15","CAI_2020_2021",1164.52,1279.39
"JALISCO-DTO-15","CAP_2018",335.14,670.86
"JALISCO-DTO-15","CAP_2018_2019",1347.92,1349.82
"JALISCO-DTO-15","CAP_2019_2020",814.05,806.45
"JALISCO-DTO-15","Proceso Electoral Federal",617.56,282.63
"JALISCO-DTO-16","CAI_2017_2018",816.59,916.32
"JALISCO-DTO-16","CAI_2018",886.29,957.64
"JALISCO-DTO-16","CAI_2019",674,776.43
"JALISCO-DTO-16","CAI_2020_2021",718.17,778.57
"JALISCO-DTO-16","CAP_2018",389.71,481.57
"JALISCO-DTO-16","CAP_2018_2019",1091.53,1089.47
"JALISCO-DTO-16","CAP_2019_2020",681.7,663.7
"JALISCO-DTO-16","Proceso Electoral Federal",647.44,431.41
"JALISCO-DTO-17","CAI_2017_2018",526.5,629.05
"JALISCO-DTO-17","CAI_2018",719,754.07
"JALISCO-DTO-17","CAI_2019",578.93,574
"JALISCO-DTO-17","CAI_2020_2021",585.26,685.3
"JALISCO-DTO-17","CAP_2018",110.86,322
"JALISCO-DTO-17","CAP_2018_2019",894.37,923.13
"JALISCO-DTO-17","CAP_2019_2020",527.2,537.65
"JALISCO-DTO-17","Proceso Electoral Federal",400.48,128.89
"JALISCO-DTO-18","CAI_2017_2018",744.55,882.18
"JALISCO-DTO-18","CAI_2018",1024.29,1105.14
"JALISCO-DTO-18","CAI_2019",753.86,822.93
"JALISCO-DTO-18","CAI_2020_2021",969.65,1139.39
"JALISCO-DTO-18","CAP_2018",225.57,589.14
"JALISCO-DTO-18","CAP_2018_2019",1380.89,1370.11
"JALISCO-DTO-18","CAP_2019_2020",754.6,772.85
"JALISCO-DTO-18","Proceso Electoral Federal",641.63,246.89
"JALISCO-DTO-19","CAI_2017_2018",791.27,966.23
"JALISCO-DTO-19","CAI_2018",968.93,997.79
"JALISCO-DTO-19","CAI_2019",690.86,772.93
"JALISCO-DTO-19","CAI_2020_2021",886.3,1011.17
"JALISCO-DTO-19","CAP_2018",300.14,542.29
"JALISCO-DTO-19","CAP_2018_2019",1296.71,1313.26
"JALISCO-DTO-19","CAP_2019_2020",744.25,750.25
"JALISCO-DTO-19","Proceso Electoral Federal",649.96,292.44
"JALISCO-DTO-2","CAI_2017_2018",566.59,654.59
"JALISCO-DTO-2","CAI_2018",809.21,828.71
"JALISCO-DTO-2","CAI_2019",540.07,621
"JALISCO-DTO-2","CAI_2020_2021",525.83,612.3
"JALISCO-DTO-2","CAP_2018",218.71,420.29
"JALISCO-DTO-2","CAP_2018_2019",1000.5,999.37
"JALISCO-DTO-2","CAP_2019_2020",585.25,549.45
"JALISCO-DTO-2","Proceso Electoral Federal",386.26,172.74
"JALISCO-DTO-20","CAI_2017_2018",436.09,561.59
"JALISCO-DTO-20","CAI_2018",772.07,793.64
"JALISCO-DTO-20","CAI_2019",703.86,828.64
"JALISCO-DTO-20","CAI_2020_2021",1236.43,1403.87
"JALISCO-DTO-20","CAP_2018",167.43,371
"JALISCO-DTO-20","CAP_2018_2019",1218.63,1239.03
"JALISCO-DTO-20","CAP_2019_2020",804.35,821.05
"JALISCO-DTO-20","Proceso Electoral Federal",548.85,190.96
"JALISCO-DTO-3","CAI_2017_2018",712.59,830.59
"JALISCO-DTO-3","CAI_2018",1157.71,1225.07
"JALISCO-DTO-3","CAI_2019",726.14,843.43
"JALISCO-DTO-3","CAI_2020_2021",867.04,1024.7
"JALISCO-DTO-3","CAP_2018",231.71,551.14
"JALISCO-DTO-3","CAP_2018_2019",1342.92,1338.89
"JALISCO-DTO-3","CAP_2019_2020",718.6,695.35
"JALISCO-DTO-3","Proceso Electoral Federal",502.26,142.81
"JALISCO-DTO-4","CAI_2017_2018",916.5,1069.27
"JALISCO-DTO-4","CAI_2018",1027.36,1064.43
"JALISCO-DTO-4","CAI_2019",798.57,864.79
"JALISCO-DTO-4","CAI_2020_2021",1134.52,1300.17
"JALISCO-DTO-4","CAP_2018",498.71,640.14
"JALISCO-DTO-4","CAP_2018_2019",1416.92,1423.16
"JALISCO-DTO-4","CAP_2019_2020",860,907.3
"JALISCO-DTO-4","Proceso Electoral Federal",829.7,459.04
"JALISCO-DTO-5","CAI_2017_2018",914.32,1102.59
"JALISCO-DTO-5","CAI_2018",1037,1044.5
"JALISCO-DTO-5","CAI_2019",818.43,888.79
"JALISCO-DTO-5","CAI_2020_2021",920.3,1026.26
"JALISCO-DTO-5","CAP_2018",361.14,661.57
"JALISCO-DTO-5","CAP_2018_2019",1280,1297.82
"JALISCO-DTO-5","CAP_2019_2020",764.15,808.3
"JALISCO-DTO-5","Proceso Electoral Federal",698.22,351.33
"JALISCO-DTO-6","CAI_2017_2018",1001.05,1173.81
"JALISCO-DTO-6","CAI_2018",1124.64,1153.79
"JALISCO-DTO-6","CAI_2019",899.43,1059.43
"JALISCO-DTO-6","CAI_2020_2021",1076.35,1196.09
"JALISCO-DTO-6","CAP_2018",538.86,722.43
"JALISCO-DTO-6","CAP_2018_2019",1491.45,1494.47
"JALISCO-DTO-6","CAP_2019_2020",1020.65,1008.85
"JALISCO-DTO-6","Proceso Electoral Federal",879.11,543.44
"JALISCO-DTO-7","CAI_2017_2018",514.45,571
"JALISCO-DTO-7","CAI_2018",566.57,591.71
"JALISCO-DTO-7","CAI_2019",470.36,538.07
"JALISCO-DTO-7","CAI_2020_2021",618.83,671.48
"JALISCO-DTO-7","CAP_2018",268.14,361.43
"JALISCO-DTO-7","CAP_2018_2019",683.24,686.18
"JALISCO-DTO-7","CAP_2019_2020",474.55,478.05
"JALISCO-DTO-7","Proceso Electoral Federal",414.93,244.04
"JALISCO-DTO-8","CAI_2017_2018",1755.91,2051.91
"JALISCO-DTO-8","CAI_2018",2369,2497.07
"JALISCO-DTO-8","CAI_2019",1710.36,1976.5
"JALISCO-DTO-8","CAI_2020_2021",1725.96,1950
"JALISCO-DTO-8","CAP_2018",1090,1482.57
"JALISCO-DTO-8","CAP_2018_2019",3000.16,2993.47
"JALISCO-DTO-8","CAP_2019_2020",1936,1872.7
"JALISCO-DTO-8","Proceso Electoral Federal",1437.11,875.07
"JALISCO-DTO-9","CAI_2017_2018",1049.27,1229.14
"JALISCO-DTO-9","CAI_2018",675.71,697.64
"JALISCO-DTO-9","CAI_2019",585.57,671.07
"JALISCO-DTO-9","CAI_2020_2021",847.48,1003.09
"JALISCO-DTO-9","CAP_2018",285.43,371
"JALISCO-DTO-9","CAP_2018_2019",1167.29,1175.89
"JALISCO-DTO-9","CAP_2019_2020",747.45,747.6
"JALISCO-DTO-9","Proceso Electoral Federal",762.15,400.52
"MEXICO-DTO-1","CAI_2017_2018",629.32,750.32
"MEXICO-DTO-1","CAI_2018",1083.43,1150.43
"MEXICO-DTO-1","CAI_2019",655.79,679.29
"MEXICO-DTO-1","CAI_2020_2021",852.39,911.83
"MEXICO-DTO-1","CAP_2018",153.14,388.43
"MEXICO-DTO-1","CAP_2018_2019",1277.97,1276.95
"MEXICO-DTO-1","CAP_2019_2020",686.9,671.95
"MEXICO-DTO-1","Proceso Electoral Federal",482.74,183.19
"MEXICO-DTO-10","CAI_2017_2018",827.14,888.68
"MEXICO-DTO-10","CAI_2018",843.57,849.5
"MEXICO-DTO-10","CAI_2019",635.29,716.86
"MEXICO-DTO-10","CAI_2020_2021",733.35,741.65
"MEXICO-DTO-10","CAP_2018",403.29,549.86
"MEXICO-DTO-10","CAP_2018_2019",1087.42,1091.82
"MEXICO-DTO-10","CAP_2019_2020",688.6,682.8
"MEXICO-DTO-10","Proceso Electoral Federal",585.52,405.15
"MEXICO-DTO-11","CAI_2017_2018",1039.57,1104.76
"MEXICO-DTO-11","CAI_2018",1130.93,1124.43
"MEXICO-DTO-11","CAI_2019",827.07,920.71
"MEXICO-DTO-11","CAI_2020_2021",831.52,833.48
"MEXICO-DTO-11","CAP_2018",530.14,713.14
"MEXICO-DTO-11","CAP_2018_2019",1383.45,1394.13
"MEXICO-DTO-11","CAP_2019_2020",877.45,848
"MEXICO-DTO-11","Proceso Electoral Federal",739.81,559.48
"MEXICO-DTO-12","CAI_2017_2018",1366.27,1526.18
"MEXICO-DTO-12","CAI_2018",1437,1424.71
"MEXICO-DTO-12","CAI_2019",1128.07,1268
"MEXICO-DTO-12","CAI_2020_2021",1181.17,1288.13
"MEXICO-DTO-12","CAP_2018",645.43,887.71
"MEXICO-DTO-12","CAP_2018_2019",1713.71,1731.89
"MEXICO-DTO-12","CAP_2019_2020",1157.4,1095.25
"MEXICO-DTO-12","Proceso Electoral Federal",1032.33,656
"MEXICO-DTO-13","CAI_2017_2018",612.82,645.45
"MEXICO-DTO-13","CAI_2018",670.5,710.64
"MEXICO-DTO-13","CAI_2019",551.86,648.14
"MEXICO-DTO-13","CAI_2020_2021",551.43,564.83
"MEXICO-DTO-13","CAP_2018",401,452.86
"MEXICO-DTO-13","CAP_2018_2019",823.11,824.34
"MEXICO-DTO-13","CAP_2019_2020",590.9,566.8
"MEXICO-DTO-13","Proceso Electoral Federal",550.93,435.15
"MEXICO-DTO-14","CAI_2017_2018",383.91,483.68
"MEXICO-DTO-14","CAI_2018",509.64,536.36
"MEXICO-DTO-14","CAI_2019",465.43,516.86
"MEXICO-DTO-14","CAI_2020_2021",548.78,572.57
"MEXICO-DTO-14","CAP_2018",293.43,342.43
"MEXICO-DTO-14","CAP_2018_2019",748.11,756.34
"MEXICO-DTO-14","CAP_2019_2020",498.05,491.45
"MEXICO-DTO-14","Proceso Electoral Federal",453.78,348.48
"MEXICO-DTO-15","CAI_2017_2018",930.27,1006.14
"MEXICO-DTO-15","CAI_2018",1126.43,1148.21
"MEXICO-DTO-15","CAI_2019",833.57,939.57
"MEXICO-DTO-15","CAI_2020_2021",598.78,601.22
"MEXICO-DTO-15","CAP_2018",540.43,732.14
"MEXICO-DTO-15","CAP_2018_2019",1318.29,1323.55
"MEXICO-DTO-15","CAP_2019_2020",873.15,822.6
"MEXICO-DTO-15","Proceso Electoral Federal",666,504.44
"MEXICO-DTO-16","CAI_2017_2018",1347.91,1581.45
"MEXICO-DTO-16","CAI_2018",1407.64,1367.64
"MEXICO-DTO-16","CAI_2019",1118,1227.71
"MEXICO-DTO-16","CAI_2020_2021",1342.83,1431.17
"MEXICO-DTO-16","CAP_2018",626.57,919.43
"MEXICO-DTO-16","CAP_2018_2019",1861.47,1893.37
"MEXICO-DTO-16","CAP_2019_2020",1240.7,1231.65
"MEXICO-DTO-16","Proceso Electoral Federal",1114,678.7
"MEXICO-DTO-17","CAI_2017_2018",726.59,840.59
"MEXICO-DTO-17","CAI_2018",827.93,831.36
"MEXICO-DTO-17","CAI_2019",645.86,716
"MEXICO-DTO-17","CAI_2020_2021",701.91,734.7
"MEXICO-DTO-17","CAP_2018",417.86,528.57
"MEXICO-DTO-17","CAP_2018_2019",1055.05,1063.58
"MEXICO-DTO-17","CAP_2019_2020",662.15,669.95
"MEXICO-DTO-17","Proceso Electoral Federal",629.67,383.11
"MEXICO-DTO-18","CAI_2017_2018",1057.32,1182.64
"MEXICO-DTO-18","CAI_2018",1229.93,1265.64
"MEXICO-DTO-18","CAI_2019",990.14,1052.21
"MEXICO-DTO-18","CAI_2020_2021",1150.91,1241.7
"MEXICO-DTO-18","CAP_2018",512.29,712
"MEXICO-DTO-18","CAP_2018_2019",1498.18,1520.13
"MEXICO-DTO-18","CAP_2019_2020",1035.4,1004.95
"MEXICO-DTO-18","Proceso Electoral Federal",891.85,559.19
"MEXICO-DTO-19","CAI_2017_2018",1604.86,1768.32
"MEXICO-DTO-19","CAI_2018",1729.07,1776.5
"MEXICO-DTO-19","CAI_2019",1217.86,1432.36
"MEXICO-DTO-19","CAI_2020_2021",1473.3,1518.09
"MEXICO-DTO-19","CAP_2018",867.86,1153.14
"MEXICO-DTO-19","CAP_2018_2019",1918.08,1906.66
"MEXICO-DTO-19","CAP_2019_2020",1449.3,1374.25
"MEXICO-DTO-19","Proceso Electoral Federal",1256.7,878.22
"MEXICO-DTO-2","CAI_2017_2018",827.59,924.09
"MEXICO-DTO-2","CAI_2018",907.36,916.29
"MEXICO-DTO-2","CAI_2019",715.43,774.64
"MEXICO-DTO-2","CAI_2020_2021",791.96,816.74
"MEXICO-DTO-2","CAP_2018",501.86,632.43
"MEXICO-DTO-2","CAP_2018_2019",1171.34,1183.74
"MEXICO-DTO-2","CAP_2019_2020",759.35,734.9
"MEXICO-DTO-2","Proceso Electoral Federal",642.11,463.56
"MEXICO-DTO-20","CAI_2017_2018",627.27,706.5
"MEXICO-DTO-20","CAI_2018",701.36,715.93
"MEXICO-DTO-20","CAI_2019",582.5,610.64
"MEXICO-DTO-20","CAI_2020_2021",665.7,687
"MEXICO-DTO-20","CAP_2018",344.57,478.43
"MEXICO-DTO-20","CAP_2018_2019",845.87,871.63
"MEXICO-DTO-20","CAP_2019_2020",601.8,592.1
"MEXICO-DTO-20","Proceso Electoral Federal",502.48,326.59
"MEXICO-DTO-21","CAI_2017_2018",415.95,516.41
"MEXICO-DTO-21","CAI_2018",510,525.86
"MEXICO-DTO-21","CAI_2019",448.57,488.71
"MEXICO-DTO-21","CAI_2020_2021",492.65,545.74
"MEXICO-DTO-21","CAP_2018",182.57,298.86
"MEXICO-DTO-21","CAP_2018_2019",711.13,719.89
"MEXICO-DTO-21","CAP_2019_2020",472.2,429.45
"MEXICO-DTO-21","Proceso Electoral Federal",381.26,212.63
"MEXICO-DTO-22","CAI_2017_2018",1690.64,1819.09
"MEXICO-DTO-22","CAI_2018",1873.29,1953.79
"MEXICO-DTO-22","CAI_2019",1498.86,1717.86
"MEXICO-DTO-22","CAI_2020_2021",1521.22,1570.26
"MEXICO-DTO-22","CAP_2018",938.86,1250
"MEXICO-DTO-22","CAP_2018_2019",2318.63,2329.5
"MEXICO-DTO-22","CAP_2019_2020",1679.4,1586.35
"MEXICO-DTO-22","Proceso Electoral Federal",1269.48,935.22
"MEXICO-DTO-23","CAI_2017_2018",884.14,1005.91
"MEXICO-DTO-23","CAI_2018",1042,1011.86
"MEXICO-DTO-23","CAI_2019",792.79,800
"MEXICO-DTO-23","CAI_2020_2021",811.04,859.83
"MEXICO-DTO-23","CAP_2018",349.71,593.86
"MEXICO-DTO-23","CAP_2018_2019",1185.11,1227.26
"MEXICO-DTO-23","CAP_2019_2020",772.7,758.6
"MEXICO-DTO-23","Proceso Electoral Federal",637.56,352.33
"MEXICO-DTO-24","CAI_2017_2018",735.77,837.64
"MEXICO-DTO-24","CAI_2018",796.36,786.64
"MEXICO-DTO-24","CAI_2019",627.36,671.21
"MEXICO-DTO-24","CAI_2020_2021",601.83,652.65
"MEXICO-DTO-24","CAP_2018",396.43,556.71
"MEXICO-DTO-24","CAP_2018_2019",929.5,959.53
"MEXICO-DTO-24","CAP_2019_2020",669.35,628.85
"MEXICO-DTO-24","Proceso Electoral Federal",578.59,378.44
"MEXICO-DTO-25","CAI_2017_2018",965.32,992
"MEXICO-DTO-25","CAI_2018",982.5,969.07
"MEXICO-DTO-25","CAI_2019",723.79,785.71
"MEXICO-DTO-25","CAI_2020_2021",764.91,792.13
"MEXICO-DTO-25","CAP_2018",517.57,674
"MEXICO-DTO-25","CAP_2018_2019",1032.95,1067.45
"MEXICO-DTO-25","CAP_2019_2020",793.9,746
"MEXICO-DTO-25","Proceso Electoral Federal",712.48,549.59
"MEXICO-DTO-26","CAI_2017_2018",612.36,680.68
"MEXICO-DTO-26","CAI_2018",779.29,804.79
"MEXICO-DTO-26","CAI_2019",600.21,675.86
"MEXICO-DTO-26","CAI_2020_2021",894.96,945.52
"MEXICO-DTO-26","CAP_2018",357.86,470.71
"MEXICO-DTO-26","CAP_2018_2019",964.58,969.71
"MEXICO-DTO-26","CAP_2019_2020",679.65,648.8
"MEXICO-DTO-26","Proceso Electoral Federal",583.33,408.96
"MEXICO-DTO-27","CAI_2017_2018",1096.23,1257.05
"MEXICO-DTO-27","CAI_2018",1315.93,1330.07
"MEXICO-DTO-27","CAI_2019",1002.57,1114
"MEXICO-DTO-27","CAI_2020_2021",1084.74,1173.74
"MEXICO-DTO-27","CAP_2018",596,805.14
"MEXICO-DTO-27","CAP_2018_2019",1599.92,1613.68
"MEXICO-DTO-27","CAP_2019_2020",1101.75,1086.95
"MEXICO-DTO-27","Proceso Electoral Federal",1051.19,680.85
"MEXICO-DTO-28","CAI_2017_2018",1150.09,1323.36
"MEXICO-DTO-28","CAI_2018",1375.5,1383.64
"MEXICO-DTO-28","CAI_2019",1071.14,1191.21
"MEXICO-DTO-28","CAI_2020_2021",1226.22,1335.39
"MEXICO-DTO-28","CAP_2018",576.57,882.43
"MEXICO-DTO-28","CAP_2018_2019",1553.16,1565.92
"MEXICO-DTO-28","CAP_2019_2020",1079.1,983.6
"MEXICO-DTO-28","Proceso Electoral Federal",895.74,556.63
"MEXICO-DTO-29","CAI_2017_2018",1169.18,1352.95
"MEXICO-DTO-29","CAI_2018",1413.71,1418.29
"MEXICO-DTO-29","CAI_2019",1139.21,1303.86
"MEXICO-DTO-29","CAI_2020_2021",1127.74,1197.52
"MEXICO-DTO-29","CAP_2018",656.71,917.29
"MEXICO-DTO-29","CAP_2018_2019",1821.11,1807.13
"MEXICO-DTO-29","CAP_2019_2020",1318.1,1258.05
"MEXICO-DTO-29","Proceso Electoral Federal",1013.15,617.22
"MEXICO-DTO-3","CAI_2017_2018",893,1067.77
"MEXICO-DTO-3","CAI_2018",1334.86,1416.57
"MEXICO-DTO-3","CAI_2019",989.36,1064.64
"MEXICO-DTO-3","CAI_2020_2021",1144.83,1235.57
"MEXICO-DTO-3","CAP_2018",471.71,716
"MEXICO-DTO-3","CAP_2018_2019",1621.71,1616.74
"MEXICO-DTO-3","CAP_2019_2020",1053.75,1003.65
"MEXICO-DTO-3","Proceso Electoral Federal",851.04,506
"MEXICO-DTO-30","CAI_2017_2018",1123.14,1280.5
"MEXICO-DTO-30","CAI_2018",1247,1197.14
"MEXICO-DTO-30","CAI_2019",1063.29,1178.93
"MEXICO-DTO-30","CAI_2020_2021",1335.26,1441.83
"MEXICO-DTO-30","CAP_2018",442.57,715.29
"MEXICO-DTO-30","CAP_2018_2019",1621.13,1654.37
"MEXICO-DTO-30","CAP_2019_2020",1189.05,1182.75
"MEXICO-DTO-30","Proceso Electoral Federal",923.48,535.04
"MEXICO-DTO-31","CAI_2017_2018",835.59,921.68
"MEXICO-DTO-31","CAI_2018",967.21,1008.43
"MEXICO-DTO-31","CAI_2019",700.21,798.93
"MEXICO-DTO-31","CAI_2020_2021",852.48,908.65
"MEXICO-DTO-31","CAP_2018",530.14,599.57
"MEXICO-DTO-31","CAP_2018_2019",1058.39,1056.87
"MEXICO-DTO-31","CAP_2019_2020",704.4,671.7
"MEXICO-DTO-31","Proceso Electoral Federal",675.48,492.37
"MEXICO-DTO-32","CAI_2017_2018",968.82,1100.95
"MEXICO-DTO-32","CAI_2018",988.86,982.71
"MEXICO-DTO-32","CAI_2019",748.21,834.5
"MEXICO-DTO-32","CAI_2020_2021",986.7,1039.87
"MEXICO-DTO-32","CAP_2018",450.14,653.86
"MEXICO-DTO-32","CAP_2018_2019",1280.97,1294.26
"MEXICO-DTO-32","CAP_2019_2020",799.9,777.2
"MEXICO-DTO-32","Proceso Electoral Federal",749.3,471.33
"MEXICO-DTO-33","CAI_2017_2018",1038.73,1139.09
"MEXICO-DTO-33","CAI_2018",1066.64,993.21
"MEXICO-DTO-33","CAI_2019",813.86,934.43
"MEXICO-DTO-33","CAI_2020_2021",957.04,1003.87
"MEXICO-DTO-33","CAP_2018",375.57,617.14
"MEXICO-DTO-33","CAP_2018_2019",1267.05,1287.74
"MEXICO-DTO-33","CAP_2019_2020",939.9,895.9
"MEXICO-DTO-33","Proceso Electoral Federal",783.07,540.11
"MEXICO-DTO-34","CAI_2017_2018",882.68,974.95
"MEXICO-DTO-34","CAI_2018",878.14,884.07
"MEXICO-DTO-34","CAI_2019",758.86,880.43
"MEXICO-DTO-34","CAI_2020_2021",689.61,734.96
"MEXICO-DTO-34","CAP_2018",509.29,649.71
"MEXICO-DTO-34","CAP_2018_2019",1125.39,1129.47
"MEXICO-DTO-34","CAP_2019_2020",790.8,735.25
"MEXICO-DTO-34","Proceso Electoral Federal",682.59,471.59
"MEXICO-DTO-35","CAI_2017_2018",953.91,1067.45
"MEXICO-DTO-35","CAI_2018",1114.07,1137.36
"MEXICO-DTO-35","CAI_2019",993.14,1098.43
"MEXICO-DTO-35","CAI_2020_2021",1006,1090.83
"MEXICO-DTO-35","CAP_2018",410.86,631.43
"MEXICO-DTO-35","CAP_2018_2019",1480.29,1510.5
"MEXICO-DTO-35","CAP_2019_2020",1103.9,1033.05
"MEXICO-DTO-35","Proceso Electoral Federal",798.52,485.11
"MEXICO-DTO-36","CAI_2017_2018",906.55,1085.27
"MEXICO-DTO-36","CAI_2018",1019.79,1068.71
"MEXICO-DTO-36","CAI_2019",866.57,889.29
"MEXICO-DTO-36","CAI_2020_2021",1124.91,1254.78
"MEXICO-DTO-36","CAP_2018",292.14,474.57
"MEXICO-DTO-36","CAP_2018_2019",1299.68,1336.37
"MEXICO-DTO-36","CAP_2019_2020",905.1,929.1
"MEXICO-DTO-36","Proceso Electoral Federal",742.04,321.78
"MEXICO-DTO-37","CAI_2017_2018",1073.95,1222.95
"MEXICO-DTO-37","CAI_2018",1119.21,1151.93
"MEXICO-DTO-37","CAI_2019",1024.93,1140.36
"MEXICO-DTO-37","CAI_2020_2021",1151.13,1252.78
"MEXICO-DTO-37","CAP_2018",573.43,739.29
"MEXICO-DTO-37","CAP_2018_2019",1643.24,1646.76
"MEXICO-DTO-37","CAP_2019_2020",1168.75,1123.7
"MEXICO-DTO-37","Proceso Electoral Federal",898.3,593.74
"MEXICO-DTO-38","CAI_2017_2018",952.05,1059.23
"MEXICO-DTO-38","CAI_2018",1016.07,1012.43
"MEXICO-DTO-38","CAI_2019",831.79,925.79
"MEXICO-DTO-38","CAI_2020_2021",706.22,735.96
"MEXICO-DTO-38","CAP_2018",484.86,649.43
